id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
mora,SHIP,"莫拉-级是在{人之领}海军学说以航母作战为主的期间，用于搭载盛行的利爪-级截击机而被广泛应用的航母。尽管它的装甲能承受与攻势-级并肩作战时的满天战火,但随着海军教条转而倾向使用重型火炮，以及利用巡洋舰掩护主力舰来主宰战场走向的时候，使莫拉-级被大量除役。

随着民用版莫拉-级被大量出售，也让这艘坚固可靠的航母在{人之领}边境地带被当作移动工业平台，以广泛应用于远程测量、采矿、建筑、无人机修理等领域。甚至某些地方将其半埋在星球表面以充当发电站和临时工厂，并以此为中心建立了一处全新的定居点。

'大崩塌'后，尽管没有专门以航母为舰队主体的派系。但莫拉-级依旧被迅速的、可疑的军事化了。如今这艘如同铁锭一般坚固的航母，绝对是那些粗心的军阀和海盗们所不愿意看到的。",,,相同,8397,TRUE,TRUE,TRUE,TRUE,"This class of carrier was commissioned during the same period of carrier-centric Domain naval doctrine as the ubiquitous Talon fighter. Armoured to withstand the fury of battle alongside the Onslaught, the Mora was nonetheless decommissioned en masse as doctrine shifted to favour heavier guns and capital ships flanked by line-cruisers. 

Demilitarized hulls were sold and converted into mobile industrial platforms for use on the frontiers of the Domain. The rugged and eminently adaptable Mora was a common sight in long-range surveying, mining, construction, drone handling, and use as mobile drydocks. Some hulls were even half-buried on alien worlds and used as armoured power-stations and workshops to form the core of new settlements.

After the Collapse, Mora hulls were re-militarized almost suspiciously rapidly by factions that did not possess dedicated fleet carriers. Today they are an anvil upon which many an unwary Pirate warlord is broken.",,,,"This class of carrier was commissioned during the same period of carrier-centric Domain naval doctrine as the ubiquitous Talon fighter. Armoured to withstand the fury of battle alongside the Onslaught, the Mora was nonetheless decommissioned en masse as doctrine shifted to favour heavier guns and capital ships flanked by line-cruisers. 

Demilitarized hulls were sold and converted into mobile industrial platforms for use on the frontiers of the Domain. The rugged and eminently adaptable Mora was a common sight in long-range surveying, mining, construction, drone handling, and use as mobile drydocks. Some hulls were even half-buried on alien worlds and used as armoured power-stations and workshops to form the core of new settlements.

After the Collapse, Mora hulls were re-militarized almost suspiciously rapidly by factions that did not possess dedicated fleet carriers. Today they are an anvil upon which many an unwary Pirate warlord is broken.",,,,"莫拉-级是在{人之领}海军学说以航母作战为主的期间，用于搭载盛行的利爪-级截击机而被广泛应用的航母。尽管它的装甲能承受与攻势-级并肩作战时的满天战火,但随着海军教条转而倾向使用重型火炮，以及利用巡洋舰掩护主力舰来主宰战场走向的时候，使莫拉-级被大量除役。

随着民用版莫拉-级被大量出售，也让这艘坚固可靠的航母在{人之领}边境地带被当作移动工业平台，以广泛应用于远程测量、采矿、建筑、无人机修理等领域。甚至某些地方将其半埋在星球表面以充当发电站和临时工厂，并以此为中心建立了一处全新的定居点。

'大崩塌'后，尽管没有专门以航母为舰队主体的派系。但莫拉-级依旧被迅速的、可疑的军事化了。如今这艘如同铁锭一般坚固的航母，绝对是那些粗心的军阀和海盗们所不愿意看到的。",,,
accretion,TERRAIN,"Ariverofrock,dust,andgasspiralseverinwardtowardannihilation.",,,相同,8398,TRUE,TRUE,TRUE,TRUE,"A river of rock, dust, and gas spirals ever inward toward annihilation.",,,,"A river of rock, dust, and gas spirals ever inward toward annihilation.",,,,"Ariverofrock,dust,andgasspiralseverinwardtowardannihilation.",,,
planet_gelan,CUSTOM,相对比较庞大的行星。因受到附近{Mayasur}恒星风的影响，使{Gelan}的大气层失去了部分较轻的元素而只剩下碳和硫氧化物。这里除了极高的重力，还有大量的有毒气体侵蚀着毫无保护的地表，并产生了无法控制的温室效应，因此只能用'极其恶劣'来形容这里的地表环境。,,,相同,8399,TRUE,TRUE,TRUE,TRUE,"A large and relatively massive planet in close orbit of its primary, stellar wind has whisked away lighter elements leaving carbon and sulphur dioxides to dominate the atmosphere. The death-shroud of poisonous gas creates a runaway greenhouse effect which, in addition to the crushing gravity, ensures extremely inhospitable surface conditions.",,,,"A large and relatively massive planet in close orbit of its primary, stellar wind has whisked away lighter elements leaving carbon and sulphur dioxides to dominate the atmosphere. The death-shroud of poisonous gas creates a runaway greenhouse effect which, in addition to the crushing gravity, ensures extremely inhospitable surface conditions.",,,,相对比较庞大的行星。因受到附近{Mayasur}恒星风的影响，使{Gelan}的大气层失去了部分较轻的元素而只剩下碳和硫氧化物。这里除了极高的重力，还有大量的有毒气体侵蚀着毫无保护的地表，并产生了无法控制的温室效应，因此只能用'极其恶劣'来形容这里的地表环境。,,,
planet_mairaath,CUSTOM,82}星历年，Mairaath}在{卢德左径}的突袭行动中被彻底摧毁。这些狂信徒把曾经令人敬畏的生态空间站变成武器，那一天，陷入绝望俯冲的轨道城市以难以置信的速度撞向了{Mairaath}的表面。如今这里只剩下满目疮痍的地表，曾被精心调整过的温和天气，也变成席卷全球的噩梦风暴，而整片天空则被充满怨恨的灰烬所吞噬。,,即使被末日毁灭，幸存的人类依旧只能生活在{Mairaath}的地表，并挤在圆顶城市的废墟之中，以及被无休止的风暴所袭扰。,相同,8400,TRUE,TRUE,TRUE,TRUE,"Mairaath was devastated by a coordinated Luddic Path operation in cycle 82 which turned its awesome orbital station-cities into weapons thrown against the fantastically terraformed surface. What remains is a charred and broken world, the carefully nurtured weather patterns of the great Mayasuran terraforming cabal transformed into nightmarish storms that circle the globe, forever stirring the ashes of a murdered world.",,"Even after its apocalyptic ruin, humanity still clings to the surface of Mairaath, huddled in the broken shells of great cities brought low, blasted by unending storms.",,"Mairaath was devastated by a coordinated Luddic Path operation in cycle 82 which turned its awesome orbital station-cities into weapons thrown against the fantastically terraformed surface. What remains is a charred and broken world, the carefully nurtured weather patterns of the great Mayasuran terraforming cabal transformed into nightmarish storms that circle the globe, forever stirring the ashes of a murdered world.",,"Even after its apocalyptic ruin, humanity still clings to the surface of Mairaath, huddled in the broken shells of great cities brought low, blasted by unending storms.",,82}星历年，Mairaath}在{卢德左径}的突袭行动中被彻底摧毁。这些狂信徒把曾经令人敬畏的生态空间站变成武器，那一天，陷入绝望俯冲的轨道城市以难以置信的速度撞向了{Mairaath}的表面。如今这里只剩下满目疮痍的地表，曾被精心调整过的温和天气，也变成席卷全球的噩梦风暴，而整片天空则被充满怨恨的灰烬所吞噬。,,即使被末日毁灭，幸存的人类依旧只能生活在{Mairaath}的地表，并挤在圆顶城市的废墟之中，以及被无休止的风暴所袭扰。,
derelict_probe,CUSTOM,"在{人之领}统治时期发射的无人探测器。这些数量庞大且遍布星域的探测器其目的在于：为当时的人类帝国寻找可利用的资源或可供殖民的星球，并探索未知星域。除了标准版本，其中一些变种版都是交给了全自动化勘探母舰制造而成。可能遭受过轻微碰撞，这个探测器看起来并不活跃，从外壳几处呈彩虹色的辐射刮痕不难看出，其制造时间甚至可以追溯到数千年以前。
",,,相同,8401,TRUE,TRUE,TRUE,TRUE,"An example of one of the countless thousands of robot probe ships sent out into the galaxy by the Domain to find new resources to exploit, planets to colonize, and explore the unknown. Some variants are produced by automated motherships. This specimen appears to be inactive; pitted by small impacts, its hull displays iridescence from fearsome radiation scarring. This probe's manufacture could well date to a thousand cycles ago.",,,,"An example of one of the countless thousands of robot probe ships sent out into the galaxy by the Domain to find new resources to exploit, planets to colonize, and explore the unknown. Some variants are produced by automated motherships. This specimen appears to be inactive; pitted by small impacts, its hull displays iridescence from fearsome radiation scarring. This probe's manufacture could well date to a thousand cycles ago.",,,,"在{人之领}统治时期发射的无人探测器。这些数量庞大且遍布星域的探测器其目的在于：为当时的人类帝国寻找可利用的资源或可供殖民的星球，并探索未知星域。除了标准版本，其中一些变种版都是交给了全自动化勘探母舰制造而成。可能遭受过轻微碰撞，这个探测器看起来并不活跃，从外壳几处呈彩虹色的辐射刮痕不难看出，其制造时间甚至可以追溯到数千年以前。
",,,
derelict_surveyship,CUSTOM,在{人之领}第一次大拓展热潮中被制造出来的勘探舰。除了少部分跟随第一波无人探测器与勘探母舰正常出航，其它数以万计像这样的舰船因'大崩塌'的突然到来而被永久废弃。这艘显然已经失去运行能力的残骸在带电粒子与星际尘埃的高速冲击中被蹂躏了数个世纪。,,,相同,8402,TRUE,TRUE,TRUE,TRUE,"An automated survey ship from a long-past wave of Domain exploration. Thousands of ships like this were sent in waves, some independent, others attached to (or manufactured by) similarly automated motherships following the first wave of robot probes. This apparently unresponsive hulk has been ravaged by centuries of exposure to charged particles and high velocity impacts from interstellar dust.",,,,"An automated survey ship from a long-past wave of Domain exploration. Thousands of ships like this were sent in waves, some independent, others attached to (or manufactured by) similarly automated motherships following the first wave of robot probes. This apparently unresponsive hulk has been ravaged by centuries of exposure to charged particles and high velocity impacts from interstellar dust.",,,,在{人之领}第一次大拓展热潮中被制造出来的勘探舰。除了少部分跟随第一波无人探测器与勘探母舰正常出航，其它数以万计像这样的舰船因'大崩塌'的突然到来而被永久废弃。这艘显然已经失去运行能力的残骸在带电粒子与星际尘埃的高速冲击中被蹂躏了数个世纪。,,,
derelict_mothership,CUSTOM,具有传奇色彩的勘探母舰，这艘庞大的自动化工厂是{人之领}扩张时期用于探索星域与殖民化的重要工具。因具备自我修复、自动补充任务所需耗材以及制造小型无人探测器的能力，因此这种勘探母舰本质上是一种冯·诺依曼探测器。如今这艘为{人之领}服务了数个世纪的母舰早已被烧毁，只留下一副巨大的残骸漂浮在宇宙之中。,,,相同,8403,TRUE,TRUE,TRUE,TRUE,"One of the legendary survey motherships, the quiet automated workhorse of the Domain exploration and colonization effort. This is in essence a von Neumann probe, as the survey motherships contain autoforge capacity to manufacture a suite of smaller survey ships and the supplies required to perform its ongoing mission. This specimen is burned and battered by its centuries of service to the Domain, a drifting forgotten hulk.",,,,"One of the legendary survey motherships, the quiet automated workhorse of the Domain exploration and colonization effort. This is in essence a von Neumann probe, as the survey motherships contain autoforge capacity to manufacture a suite of smaller survey ships and the supplies required to perform its ongoing mission. This specimen is burned and battered by its centuries of service to the Domain, a drifting forgotten hulk.",,,,具有传奇色彩的勘探母舰，这艘庞大的自动化工厂是{人之领}扩张时期用于探索星域与殖民化的重要工具。因具备自我修复、自动补充任务所需耗材以及制造小型无人探测器的能力，因此这种勘探母舰本质上是一种冯·诺依曼探测器。如今这艘为{人之领}服务了数个世纪的母舰早已被烧毁，只留下一副巨大的残骸漂浮在宇宙之中。,,,
station_derelict_survey_mothership,SHIP,"One of the legendary survey motherships, the quiet automated workhorse of the Domain exploration and colonization effort. This is in essence a von Neumann probe, as the survey motherships contain autoforge capacity to manufacture a suite of smaller survey ships and the supplies required to perform its ongoing mission. This specimen is burned and battered by its centuries of service to the Domain, a drifting forgotten hulk.",,,新增,8404,FALSE,TRUE,TRUE,TRUE,"One of the legendary survey motherships, the quiet automated workhorse of the Domain exploration and colonization effort. This is in essence a von Neumann probe, as the survey motherships contain autoforge capacity to manufacture a suite of smaller survey ships and the supplies required to perform its ongoing mission. This specimen is burned and battered by its centuries of service to the Domain, a drifting forgotten hulk.",,,,,,,,,,,
derelict_gatehauler,CUSTOM,"携带着星门的巨型运输舰，旨在为当时{人之领}的核心星域周遭，建立起能瞬间跨越整片浩瀚世界的星门。该巨舰将在长达数百年的时间内让{人之领}的璀璨文化与繁荣经济能触及到任何一片星系。为了应对潜伏在边缘星域里蠢蠢欲动的反抗军势力，星门运输舰配备了强大的自动防御系统。
",,,相同,8405,TRUE,TRUE,TRUE,TRUE,"Massive starships that carry the Gates used to establish near-instantaneous connections between worlds of the Domain. The Gate Haulers would burn across space for hundreds of cycles to establish full contact with the grand culture and economy of the Domain. In preparation for the possibility of fringe worlds which spurned the Domain, the Gate Haulers were equipped with potent automated defenses.",,,,"Massive starships that carry the Gates used to establish near-instantaneous connections between worlds of the Domain. The Gate Haulers would burn across space for hundreds of cycles to establish full contact with the grand culture and economy of the Domain. In preparation for the possibility of fringe worlds which spurned the Domain, the Gate Haulers were equipped with potent automated defenses.",,,,"携带着星门的巨型运输舰，旨在为当时{人之领}的核心星域周遭，建立起能瞬间跨越整片浩瀚世界的星门。该巨舰将在长达数百年的时间内让{人之领}的璀璨文化与繁荣经济能触及到任何一片星系。为了应对潜伏在边缘星域里蠢蠢欲动的反抗军势力，星门运输舰配备了强大的自动防御系统。
",,,
derelict_seedship,CUSTOM,孢子母舰的任务在于，为所有适合地球化改造的星球带来一整套生命形式以逐渐将该星球改造成适合人类居住的宜居行星。从耐寒的地衣到简单的藻类所有的'种子'都经过冷冻剂的冰冻后才被释放，随着该星球的环境逐渐得到改善，将会释放出更先进的生命形式。该孢子母舰即将离开这颗星球，当从该星系的小行星中收集到足够的材料并制造出新的基础套件后，将会向下一处目标进发。,,,相同,8406,TRUE,TRUE,TRUE,TRUE,"Seeds promising worlds with a suite of lifeforms to kick-start the processes which maintain a Terran environment, from hardy lichens to simple algae up through cryopod drops which release more advanced lifeforms as planetary conditions improve. The seedship will leave the world to gather new materials from small asteroids, manufacture a new terraforming starter kit, and move on to the next target.",,,,"Seeds promising worlds with a suite of lifeforms to kick-start the processes which maintain a Terran environment, from hardy lichens to simple algae up through cryopod drops which release more advanced lifeforms as planetary conditions improve. The seedship will leave the world to gather new materials from small asteroids, manufacture a new terraforming starter kit, and move on to the next target.",,,,孢子母舰的任务在于，为所有适合地球化改造的星球带来一整套生命形式以逐渐将该星球改造成适合人类居住的宜居行星。从耐寒的地衣到简单的藻类所有的'种子'都经过冷冻剂的冰冻后才被释放，随着该星球的环境逐渐得到改善，将会释放出更先进的生命形式。该孢子母舰即将离开这颗星球，当从该星系的小行星中收集到足够的材料并制造出新的基础套件后，将会向下一处目标进发。,,,
derelict_cryosleeper,CUSTOM,"将来自{人之领}核心星系内成千上万的人类移民，运送至边境星系的一种应用最为广泛的运输工具。不管是从人马座横跨猎户座，亦或是直达英仙座边境，这些冷冻舱都能尽可能保护内部人类的安全。
",,,相同,8407,TRUE,TRUE,TRUE,TRUE,"This is one of the massive vessels of legend which transported millions of human emigrants from the core systems of the Domain out into the great frontiers stretching from the Sagittarius Arm across the Orion Spur. Judging by the weak but stable EM read on the sensors, many of the sleeper caskets remain viable even after so many hundreds of cycles here on the wild shores of the Perseus Arm.",,,,"This is one of the massive vessels of legend which transported millions of human emigrants from the core systems of the Domain out into the great frontiers stretching from the Sagittarius Arm across the Orion Spur. Judging by the weak but stable EM read on the sensors, many of the sleeper caskets remain viable even after so many hundreds of cycles here on the wild shores of the Perseus Arm.",,,,"将来自{人之领}核心星系内成千上万的人类移民，运送至边境星系的一种应用最为广泛的运输工具。不管是从人马座横跨猎户座，亦或是直达英仙座边境，这些冷冻舱都能尽可能保护内部人类的安全。
",,,
coronal_tap,CUSTOM,"This class of megastructure once powered the unfathomable industrial might of the Domain, putting the human civilization well toward Kardashev type III status. It is capable of extracting energy on an astronomical scale directly from the linked star. Losing control of an active coronal hypershunt without following proper shut-down procedures can prove disastrous.",,,新增,8408,FALSE,TRUE,TRUE,TRUE,"This class of megastructure once powered the unfathomable industrial might of the Domain, putting the human civilization well toward Kardashev type III status. It is capable of extracting energy on an astronomical scale directly from the linked star. Losing control of an active coronal hypershunt without following proper shut-down procedures can prove disastrous.",,,,,,,,,,,
cargo_pods,CUSTOM,一堆漂浮在太空中的货舱，可能包含些有价值的货物，甚至是被冷冻的幸存者,,,相同,8409,TRUE,TRUE,TRUE,TRUE,"A clutch of cargo pods drifting through space. These may contain valuable goods that can be recovered, or even cryo-frozen crew that can be rescued.",,,,"A clutch of cargo pods drifting through space. These may contain valuable goods that can be recovered, or even cryo-frozen crew that can be rescued.",,,,一堆漂浮在太空中的货舱，可能包含些有价值的货物，甚至是被冷冻的幸存者,,,
cryopods,CUSTOM,一堆漂浮在太空中的冷冻舱，可能包含数名被冷冻的幸存者。,,,相同,8410,TRUE,TRUE,TRUE,TRUE,A clutch of cryopods drifting through space. These likely contain cryo-frozen crew that can be rescued.,,,,A clutch of cryopods drifting through space. These likely contain cryo-frozen crew that can be rescued.,,,,一堆漂浮在太空中的冷冻舱，可能包含数名被冷冻的幸存者。,,,
supply_cache,CUSTOM,一处可能被遗忘并漂浮在太空中的储物点，粗略看来应该包含补给、武器以及它设备，你可以选择放任不管或占为己有。,,,相同,8411,TRUE,TRUE,TRUE,TRUE,"A cache of supplies, weapons, or other equipment, drifting and forgotten - until now.",,,,"A cache of supplies, weapons, or other equipment, drifting and forgotten - until now.",,,,一处可能被遗忘并漂浮在太空中的储物点，粗略看来应该包含补给、武器以及它设备，你可以选择放任不管或占为己有。,,,
weapon_cache,CUSTOM,经过扫描，这些漂浮的货舱包含了数量可观的武器装备。,,,相同,8412,TRUE,TRUE,TRUE,TRUE,These drifting cargo pods give peculiar readings unique to the spacecraft armaments.,,,,These drifting cargo pods give peculiar readings unique to the spacecraft armaments.,,,,经过扫描，这些漂浮的货舱包含了数量可观的武器装备。,,,
,,,,,,8413,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8414,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8415,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8416,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8417,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8418,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8419,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8420,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8421,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8422,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8423,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8424,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8425,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8426,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8427,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8428,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8429,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8430,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8431,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8432,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8433,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8434,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8435,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8436,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8437,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8438,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8439,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8440,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8441,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8442,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8443,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8444,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8445,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8446,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8447,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8448,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8449,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8450,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8451,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8452,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8453,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8454,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8455,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8456,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8457,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8458,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8459,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8460,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8461,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8462,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8463,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8464,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8465,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8466,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8467,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8468,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8469,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8470,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8471,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8472,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8473,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8474,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8475,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8476,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8477,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8478,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8479,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8480,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8481,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8482,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8483,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8484,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8485,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8486,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8487,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8488,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8489,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8490,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8491,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8492,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8493,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8494,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8495,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8496,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8497,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8498,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8499,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8500,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8501,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8502,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8503,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8504,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8505,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8506,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8507,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8508,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8509,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8510,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8511,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8512,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8513,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8514,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8515,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8516,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8517,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8518,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8519,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8520,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8521,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8522,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8523,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8524,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8525,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8526,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8527,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8528,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8529,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8530,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8531,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8532,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8533,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8534,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8535,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8536,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8537,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8538,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8539,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8540,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8541,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8542,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8543,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8544,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8545,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8546,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
